,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
2839,0,0,1,1,41.0,1,0,2,1,1,1,1,1,1,2,0,0,19.3,772.4
1457,1,0,1,0,42.0,1,2,1,0,0,2,2,2,2,1,1,2,108.3,4586.15
4795,0,0,1,0,53.0,1,0,2,1,1,1,1,1,1,1,0,0,20.8,1021.8
3703,1,0,0,1,9.0,1,0,2,1,1,1,1,1,1,1,0,3,20.1,190.25
4487,1,0,1,1,4.0,1,2,2,1,1,1,1,1,1,1,0,1,24.1,73.1
2116,1,0,0,0,1.0,1,2,0,0,0,2,0,0,0,0,0,2,54.35,54.35
5559,0,0,0,0,13.0,0,1,0,0,2,0,0,0,0,0,1,2,31.65,389.95
5520,0,0,0,0,55.0,1,2,1,2,0,2,0,0,0,1,1,1,84.25,4589.85
6589,0,0,1,0,68.0,1,2,2,1,1,1,1,1,1,2,0,1,25.8,1911.5
6241,1,0,0,0,3.0,1,0,0,0,0,2,0,0,0,0,1,2,49.15,169.05
2186,1,0,1,1,46.0,1,0,2,1,1,1,1,1,1,2,0,1,19.95,862.4
4600,1,0,1,1,56.0,1,2,1,2,2,2,2,2,2,2,0,3,115.85,6567.9
411,0,0,1,0,46.0,1,2,2,1,1,1,1,1,1,1,1,0,24.45,1066.15
2986,0,0,1,1,55.0,1,0,1,0,0,0,0,0,0,2,1,1,69.05,3842.6
1385,0,0,0,0,48.0,1,0,1,2,0,2,2,2,2,2,1,1,102.5,4904.25
4495,0,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,1,2,70.1,70.1
4402,1,0,0,0,39.0,0,1,0,2,2,0,2,2,0,0,1,1,48.95,1880.85
1212,1,0,0,0,7.0,1,0,1,0,0,0,0,0,0,0,1,2,69.55,521.35
4234,0,0,0,0,16.0,1,0,2,1,1,1,1,1,1,1,0,3,19.05,326.65
3387,0,0,0,0,7.0,1,0,2,1,1,1,1,1,1,0,0,3,20.65,155.9
4056,0,0,0,0,3.0,0,1,0,0,2,0,0,2,2,0,1,2,50.6,155.35
2410,0,0,1,0,43.0,1,2,1,0,2,0,0,0,0,0,0,2,80.45,3398.9
3644,1,0,0,1,39.0,1,2,2,1,1,1,1,1,1,2,0,3,25.0,1004.35
2863,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,3,44.6,44.6
1905,0,0,0,0,41.0,1,2,2,1,1,1,1,1,1,1,1,3,24.85,962.25
5523,0,0,1,0,7.0,1,0,1,0,0,0,0,0,0,0,1,0,69.2,477.55
4794,1,0,0,0,2.0,1,0,2,1,1,1,1,1,1,0,0,3,19.35,46.35
4640,1,0,1,1,1.0,1,0,1,0,0,0,0,0,0,0,1,2,70.0,70.0
6682,1,0,1,0,69.0,1,2,1,0,2,0,2,2,0,2,1,3,92.45,6460.55
2435,0,0,0,1,14.0,1,0,0,0,0,2,0,2,0,0,1,1,59.8,824.85
1416,0,0,1,1,58.0,0,1,0,0,0,2,2,2,2,2,1,1,55.5,3166.9
984,0,0,1,1,72.0,1,2,2,1,1,1,1,1,1,2,0,0,23.75,1679.25
6826,1,0,0,0,4.0,1,0,2,1,1,1,1,1,1,0,1,1,20.7,83.75
3683,1,0,1,0,71.0,1,0,0,2,0,0,2,0,0,2,0,0,54.5,3778.2
3510,0,0,0,0,8.0,1,2,1,0,0,0,0,0,0,0,1,2,75.25,576.7
2826,0,0,1,0,13.0,1,0,0,0,0,0,0,0,0,1,0,2,43.8,592.65
3549,1,0,1,1,61.0,1,0,0,2,2,2,2,0,0,2,1,0,68.05,4158.25
4037,0,0,1,1,59.0,1,2,2,1,1,1,1,1,1,2,0,3,25.45,1534.05
2099,0,0,1,0,40.0,1,2,1,0,0,0,2,0,0,0,1,1,78.85,3126.85
240,0,0,0,0,72.0,1,2,0,0,2,2,2,2,2,2,0,0,86.6,6350.5
1394,0,0,1,1,62.0,1,2,1,0,2,2,2,2,2,1,1,2,110.8,6840.95
424,0,0,0,0,10.0,0,1,0,2,2,2,0,0,0,0,0,0,40.7,449.3
545,1,0,1,1,34.0,1,0,1,0,0,0,0,0,2,1,1,0,78.95,2647.2
5758,1,0,0,0,22.0,1,0,2,1,1,1,1,1,1,1,0,3,20.3,475.1
6911,0,0,1,1,57.0,1,0,2,1,1,1,1,1,1,2,1,0,20.1,1087.7
3236,1,0,0,0,16.0,1,2,0,0,2,0,0,0,0,0,0,2,55.3,875.35
1306,0,0,0,0,70.0,1,2,1,2,2,2,2,2,2,1,0,1,115.55,8127.6
4062,0,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,0,2,70.5,70.5
2570,1,0,1,0,30.0,1,2,1,0,0,0,0,2,2,0,1,1,94.05,2866.45
6823,0,0,0,0,4.0,1,0,0,2,0,0,0,0,0,0,1,0,50.55,235.65
1653,1,0,1,0,58.0,1,0,2,1,1,1,1,1,1,2,0,3,20.75,1185.95
5618,1,0,0,0,11.0,1,0,2,1,1,1,1,1,1,0,0,3,20.35,215.25
2101,0,0,1,0,37.0,1,2,1,2,0,2,2,0,2,1,1,2,99.2,3754.6
1813,1,0,0,0,1.0,1,0,0,0,0,2,2,2,2,0,1,2,75.5,75.5
1242,0,0,1,0,21.0,0,1,0,2,0,0,0,0,0,0,0,2,28.5,629.35
4481,1,0,1,0,42.0,0,1,0,2,0,0,0,2,0,0,1,0,40.15,1626.05
6127,0,0,1,0,56.0,1,2,1,2,2,2,0,2,2,1,0,0,109.8,6109.65
820,0,0,1,0,61.0,1,2,1,0,0,2,2,2,2,0,1,2,106.35,6751.35
929,0,0,1,1,30.0,1,0,1,0,0,2,0,0,2,1,0,2,86.45,2538.05
296,0,0,1,1,71.0,1,0,1,0,0,2,0,0,0,2,0,2,76.05,5436.45
669,0,0,1,0,70.0,0,1,0,0,2,2,2,2,2,2,0,0,57.8,4039.3
2136,1,0,0,1,15.0,1,2,1,0,2,0,0,2,0,0,1,2,91.0,1430.05
1717,1,0,1,0,72.0,1,0,2,1,1,1,1,1,1,2,0,1,19.7,1421.9
6991,0,0,0,0,8.0,1,2,1,0,0,0,0,2,2,0,0,0,95.65,778.1
3676,1,0,0,0,30.0,1,0,0,2,2,0,2,2,0,1,0,2,70.4,2044.75
6269,0,0,0,0,35.0,0,1,0,0,0,2,2,0,0,0,1,3,33.45,1175.85
2063,1,0,1,1,51.0,1,0,0,2,0,0,2,2,2,1,1,0,76.4,3966.3
3534,0,0,0,1,46.0,1,0,1,2,2,0,2,2,2,1,1,0,105.2,4822.85
2672,1,0,0,0,27.0,1,0,2,1,1,1,1,1,1,1,0,0,20.1,562.6
5944,1,0,0,0,12.0,1,0,0,2,0,0,2,0,0,0,0,3,56.65,654.85
1511,0,0,1,1,67.0,1,0,2,1,1,1,1,1,1,2,1,0,19.25,1372.9
4554,1,0,0,0,20.0,1,0,1,2,2,2,2,2,2,0,1,0,108.2,2203.7
2659,0,0,0,0,61.0,1,2,0,2,0,2,2,2,2,2,0,1,86.45,5175.3
2028,0,0,0,0,15.0,1,0,2,1,1,1,1,1,1,2,0,3,19.6,331.6
4466,1,0,0,0,4.0,1,0,1,0,0,0,0,0,2,0,1,2,79.9,324.3
5891,1,0,0,0,11.0,0,1,0,0,0,2,0,2,0,1,1,2,41.6,470.6
5387,1,0,0,0,4.0,0,1,0,0,0,0,2,0,0,0,0,2,30.5,118.4
1370,0,0,0,0,27.0,1,0,2,1,1,1,1,1,1,2,1,0,20.25,538.2
2258,1,0,0,0,56.0,1,0,0,2,0,2,0,0,0,1,0,3,52.7,3019.7
1303,0,0,1,1,69.0,1,0,2,1,1,1,1,1,1,2,0,0,19.7,1396.9
4832,1,0,1,0,32.0,1,0,0,2,2,0,2,0,2,1,0,3,70.5,2201.75
1656,0,0,0,0,53.0,1,2,1,2,2,2,0,0,0,0,0,2,90.8,4921.2
1684,0,0,0,1,35.0,1,2,0,0,0,0,0,0,0,0,0,3,50.15,1655.35
2302,1,0,1,1,71.0,1,2,0,2,2,2,2,2,2,2,1,3,91.25,6589.6
1935,0,0,0,0,51.0,1,0,2,1,1,1,1,1,1,1,1,0,19.85,996.95
5089,1,0,1,1,8.0,1,0,0,0,0,0,0,2,0,0,1,2,54.4,475.1
6569,0,0,1,1,8.0,1,0,2,1,1,1,1,1,1,2,0,3,19.5,162.15
2320,1,0,1,1,63.0,1,2,0,2,2,2,2,2,2,2,1,1,89.4,5597.65
6672,1,0,0,0,27.0,1,0,2,1,1,1,1,1,1,2,0,1,20.35,531.6
2411,1,0,0,1,60.0,1,2,0,2,0,2,2,2,2,2,1,2,84.95,4984.85
2696,0,0,0,0,68.0,0,1,0,2,0,2,2,0,0,2,0,3,38.9,2719.2
1704,1,0,0,1,1.0,1,2,1,0,0,2,0,2,2,0,1,2,99.75,99.75
2975,1,0,0,0,3.0,1,0,0,0,0,0,2,0,2,0,0,3,60.65,196.9
6437,0,0,1,1,19.0,1,2,2,1,1,1,1,1,1,2,1,0,24.9,467.7
1571,1,0,0,1,1.0,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05
6295,0,0,1,1,48.0,1,0,2,1,1,1,1,1,1,2,0,0,20.2,1027.25
4811,0,0,0,0,4.0,1,0,0,0,0,0,0,0,0,0,1,3,46.0,193.6
3699,0,0,1,0,30.0,1,0,0,0,2,2,2,0,2,1,0,0,70.25,2198.9
4371,1,0,1,1,13.0,1,2,2,1,1,1,1,1,1,1,0,0,24.5,343.6
4475,0,0,0,0,3.0,1,0,2,1,1,1,1,1,1,0,0,2,19.55,61.05
4919,1,0,1,0,70.0,0,1,0,2,0,2,2,0,0,2,1,1,39.15,2692.75
4391,0,0,0,0,9.0,1,0,0,0,0,0,2,2,0,0,1,0,59.5,530.05
1314,0,0,1,1,39.0,1,2,1,0,2,2,2,0,0,1,1,2,89.55,3474.45
2307,0,0,1,1,9.0,1,0,0,0,2,0,2,2,0,1,1,3,65.6,593.3
5106,0,0,0,0,52.0,1,0,0,0,0,2,0,0,2,0,1,2,59.45,3043.7
2,1,0,0,0,2.0,1,0,0,2,2,0,0,0,0,0,1,3,53.85,108.15
4501,0,0,0,0,39.0,1,0,2,1,1,1,1,1,1,2,0,1,20.7,762.45
2800,0,0,1,1,20.0,1,0,2,1,1,1,1,1,1,0,0,3,20.35,442.6
2613,0,0,0,0,1.0,1,2,1,0,2,0,0,0,0,0,1,3,80.2,80.2
2609,1,0,1,0,61.0,1,2,1,0,2,2,0,2,2,0,1,2,105.55,6281.45
1965,1,0,0,0,24.0,1,0,0,2,0,0,0,0,0,0,1,0,49.55,1210.4
4454,1,0,0,0,4.0,1,0,2,1,1,1,1,1,1,0,0,3,19.4,93.4
4354,1,0,0,0,59.0,1,0,2,1,1,1,1,1,1,2,1,0,20.2,1192.3
616,1,0,0,0,8.0,0,1,0,0,0,0,0,0,0,0,1,1,25.25,186.3
4787,0,0,1,0,4.0,1,0,0,2,2,0,0,0,0,0,0,3,54.7,235.05
4008,0,0,1,1,51.0,0,1,0,0,0,2,2,2,2,1,1,2,56.15,2898.95
4676,1,0,0,1,19.0,1,0,2,1,1,1,1,1,1,0,1,2,20.0,377.55
4257,0,0,1,0,49.0,1,0,1,0,2,2,0,2,2,0,0,2,99.4,5025.0
3814,1,0,1,0,72.0,1,2,0,2,2,2,2,2,2,2,1,1,88.7,6301.7
864,1,0,0,0,22.0,1,2,1,0,0,0,0,2,2,0,1,1,94.65,2104.55
5362,1,0,1,1,65.0,1,2,2,1,1,1,1,1,1,2,0,1,24.75,1715.1
5449,1,0,1,1,67.0,1,0,1,0,2,2,2,2,2,2,0,0,103.15,6895.5
4392,1,0,1,1,1.0,1,0,2,1,1,1,1,1,1,0,0,3,19.2,19.2
4041,1,0,0,0,46.0,0,1,0,2,0,2,2,2,2,2,1,0,60.75,2893.4
4233,0,0,1,0,33.0,0,1,0,2,0,2,2,2,2,2,0,0,59.55,2016.3
2173,1,0,0,0,4.0,1,0,1,0,0,2,0,0,2,0,0,2,86.05,308.1
4007,1,0,1,0,55.0,1,2,2,1,1,1,1,1,1,2,0,0,25.7,1443.65
729,1,0,0,0,65.0,1,2,0,0,2,2,2,0,2,2,1,1,74.2,4805.65
4203,0,0,0,1,7.0,1,0,2,1,1,1,1,1,1,1,0,3,20.05,96.8
5025,1,0,1,1,6.0,1,0,1,0,0,0,0,0,0,0,1,2,69.8,377.85
1785,1,0,1,1,68.0,1,2,0,2,2,2,2,2,2,2,1,1,92.2,6392.85
3397,0,0,1,0,68.0,1,2,0,2,2,2,2,2,2,2,1,2,91.7,6424.7
4442,1,0,0,0,3.0,1,0,1,0,0,0,0,2,0,0,1,2,78.5,242.05
3974,1,0,1,0,37.0,1,2,0,2,0,2,0,2,2,1,0,3,79.25,2911.8
4465,1,0,0,0,31.0,0,1,0,0,0,2,0,2,2,1,1,2,50.05,1523.4
5277,0,0,0,0,6.0,1,0,1,0,0,0,0,2,2,0,0,2,89.3,577.6
6755,1,0,0,0,42.0,1,2,1,0,0,2,0,0,0,0,0,2,79.9,3313.4
2073,1,0,0,0,14.0,1,0,2,1,1,1,1,1,1,0,0,3,19.9,283.75
1028,1,0,1,1,26.0,1,2,1,0,0,0,0,2,0,0,1,2,83.75,2070.6
3812,1,0,0,0,17.0,1,0,2,1,1,1,1,1,1,1,1,0,19.65,351.55
5332,0,0,0,0,47.0,1,0,0,2,2,0,2,0,0,1,1,3,58.9,2813.05
6021,0,0,1,1,13.0,1,0,2,1,1,1,1,1,1,0,1,3,20.45,254.5
3066,0,0,0,0,10.0,1,2,1,0,0,0,0,0,0,0,1,3,75.75,777.3
2183,1,0,0,0,2.0,1,0,0,0,0,0,2,0,0,0,1,1,50.2,109.25
2663,0,0,1,0,59.0,1,2,1,2,2,2,0,2,2,1,1,1,109.15,6557.75
1137,1,0,1,1,71.0,1,0,2,1,1,1,1,1,1,2,0,3,19.8,1396.25
4223,1,0,0,0,3.0,1,0,1,0,0,0,0,0,0,0,1,3,70.3,220.4
5806,0,0,0,1,2.0,1,0,2,1,1,1,1,1,1,0,1,2,19.6,35.85
6797,1,0,0,0,27.0,1,0,1,0,0,0,0,0,0,0,1,3,69.05,1793.25
1225,0,0,1,0,16.0,0,1,0,0,0,0,2,2,2,0,1,2,49.95,810.2
2841,1,0,0,0,3.0,0,1,0,0,0,0,0,0,0,0,0,2,25.1,79.8
66,1,0,1,0,47.0,1,2,1,0,2,0,0,0,0,1,1,2,78.9,3650.35
6654,0,0,1,0,7.0,1,2,1,0,0,0,0,2,0,0,1,2,86.5,582.5
4334,0,0,0,0,11.0,1,0,1,2,0,0,0,0,0,0,0,2,76.4,838.7
5126,1,0,1,0,57.0,1,2,1,2,2,2,2,2,0,0,1,2,103.05,5925.75
3567,0,0,1,1,14.0,1,0,1,0,2,0,2,0,2,0,1,1,89.65,1208.35
6433,0,0,1,1,58.0,1,0,2,1,1,1,1,1,1,2,0,1,20.5,1191.4
2387,1,0,0,0,5.0,1,2,1,0,2,2,0,2,2,0,0,2,105.3,550.6
6868,1,0,0,0,13.0,1,0,1,0,0,0,0,2,2,0,1,2,91.1,1135.7
2289,0,0,1,1,72.0,1,2,1,2,0,2,2,2,2,2,0,3,107.45,7576.7
5844,0,0,1,0,2.0,1,0,1,0,0,0,0,0,0,0,1,1,70.4,154.8
1104,1,0,0,0,42.0,1,0,2,1,1,1,1,1,1,1,1,3,19.55,839.4
6204,1,0,0,0,13.0,0,1,0,0,0,0,0,0,0,0,1,0,25.15,331.85
1999,1,0,0,0,23.0,1,2,1,0,0,0,0,0,0,0,1,2,74.95,1710.45
1328,0,0,1,0,23.0,1,0,0,0,0,2,2,0,0,0,0,2,54.25,1221.55
2008,0,0,0,1,4.0,1,2,1,0,0,2,2,0,0,0,1,3,87.1,341.45
5848,1,0,1,1,72.0,1,2,1,2,2,2,2,0,2,2,0,1,103.95,7517.7
1380,1,0,1,1,61.0,1,0,1,0,2,0,2,2,2,1,1,0,98.45,6145.2
977,0,0,0,0,11.0,1,2,1,0,0,0,0,0,0,0,0,2,75.25,888.65
2664,1,0,1,1,62.0,1,2,1,2,2,0,0,2,0,1,1,1,94.95,5791.85
2694,1,0,1,1,8.0,1,0,2,1,1,1,1,1,1,0,0,1,19.65,169.75
202,1,0,1,1,71.0,1,2,1,2,0,2,0,2,2,2,0,2,105.55,7405.5
7021,1,0,0,0,12.0,1,0,0,0,0,0,2,2,0,1,1,2,59.8,727.8
1205,1,0,0,0,1.0,1,2,1,0,0,0,0,0,0,0,1,2,74.9,74.9
1724,0,0,1,0,3.0,1,2,1,0,0,0,0,2,2,0,0,2,94.9,273.2
4819,1,0,0,1,53.0,1,0,2,1,1,1,1,1,1,2,0,0,19.75,1052.35
3705,0,0,1,1,69.0,1,2,0,2,0,0,2,0,0,2,0,1,61.4,4059.85
6082,0,0,1,0,59.0,1,2,1,0,2,0,0,2,2,0,0,2,101.1,6039.9
4855,1,0,1,0,64.0,1,0,1,2,2,0,2,2,2,2,1,1,104.05,6605.55
904,1,0,1,1,67.0,1,0,0,2,2,2,0,2,2,2,0,1,81.35,5398.6
3721,0,0,0,0,2.0,1,0,2,1,1,1,1,1,1,0,0,3,20.65,38.7
5142,0,0,0,0,66.0,1,2,1,2,2,2,2,2,0,1,1,0,104.55,6779.05
2671,1,0,0,0,63.0,1,2,1,0,2,0,2,2,2,0,0,2,105.4,6713.2
591,1,0,1,1,46.0,1,2,2,1,1,1,1,1,1,1,0,2,24.9,1174.8
5620,1,0,1,0,72.0,1,2,1,0,2,2,0,2,2,2,1,0,104.8,7470.1
5212,1,0,1,1,72.0,0,1,0,2,2,2,0,0,0,2,0,1,38.5,2763.0
4252,0,0,0,0,19.0,1,2,0,0,0,2,0,0,0,0,1,3,56.1,1033.9
2910,0,0,1,1,35.0,1,2,2,1,1,1,1,1,1,2,1,1,25.4,949.8
344,0,0,0,1,41.0,1,0,2,1,1,1,1,1,1,1,1,1,20.25,865.0
891,1,0,1,1,50.0,1,2,1,0,2,2,0,2,2,0,1,0,103.85,5017.9
748,1,0,1,0,48.0,1,0,2,1,1,1,1,1,1,2,0,3,19.25,855.1
4302,1,0,0,0,51.0,1,0,1,2,0,0,0,2,0,1,0,3,86.35,4267.15
5102,0,0,1,0,72.0,1,2,1,2,0,2,2,2,2,2,1,1,110.15,7881.2
6418,1,0,1,0,31.0,1,2,0,0,0,2,2,2,2,1,1,3,79.3,2484.0
1338,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,20.15,20.15
3295,0,0,1,1,72.0,1,2,0,2,2,2,2,2,0,2,0,0,80.2,5714.2
551,0,0,1,1,72.0,1,2,1,2,2,2,2,2,2,2,1,0,115.6,8220.4
2640,1,0,0,0,22.0,1,0,1,0,2,2,2,0,2,0,1,0,94.95,2142.8
1322,0,0,1,0,10.0,1,0,2,1,1,1,1,1,1,0,1,0,19.95,187.75
2862,1,0,1,0,7.0,1,0,1,0,0,0,0,0,0,0,1,2,69.35,451.1
511,1,0,0,0,61.0,1,2,1,2,0,2,0,2,2,0,1,2,106.45,6300.15
5870,1,0,1,1,5.0,1,2,2,1,1,1,1,1,1,0,1,0,25.9,135.0
2303,1,0,0,0,2.0,1,0,0,2,0,0,0,0,0,0,1,2,47.8,92.45
5675,1,0,0,0,3.0,1,0,1,0,0,0,0,0,0,0,1,3,69.6,207.4
6467,1,0,0,0,10.0,1,2,1,0,0,0,0,0,0,0,0,2,75.05,786.3
6983,0,0,0,0,23.0,1,0,1,0,2,2,2,0,0,0,0,0,83.2,2032.3
2154,0,0,0,1,24.0,1,0,2,1,1,1,1,1,1,2,0,3,19.75,498.1
1989,0,0,1,1,35.0,0,1,0,2,0,0,2,2,0,2,1,1,46.35,1662.05
5054,0,0,0,0,68.0,1,0,0,2,0,2,0,0,0,1,1,1,54.45,3674.95
2743,1,0,1,0,67.0,1,0,1,2,2,2,2,2,2,2,1,2,111.05,7321.05
3317,1,0,1,0,63.0,1,0,0,2,2,0,2,2,0,1,0,1,70.8,4448.8
3878,1,0,1,1,71.0,1,2,1,2,2,2,2,2,2,2,1,0,116.05,8297.5
1054,1,0,1,0,40.0,1,2,1,0,0,0,0,2,2,0,1,0,97.1,3706.95
1876,1,0,1,0,47.0,1,2,1,0,0,0,0,2,2,1,1,1,95.2,4563.0
3027,0,0,0,0,8.0,1,0,2,1,1,1,1,1,1,0,1,3,20.7,137.6
6069,1,0,1,1,59.0,1,0,0,0,2,2,2,2,2,1,0,1,76.75,4541.9
3081,1,0,0,0,4.0,1,0,1,0,0,0,0,2,0,0,0,2,77.85,299.2
5029,0,0,1,0,7.0,1,0,0,2,0,0,0,0,0,0,1,0,50.3,355.1
2561,0,0,1,1,71.0,1,2,1,2,2,2,0,2,0,2,1,1,99.0,7061.65
6163,0,0,1,0,19.0,1,2,1,0,2,0,0,0,2,0,1,2,89.1,1620.8
2754,1,0,0,0,3.0,0,1,0,2,0,2,2,0,0,0,0,3,41.35,107.25
595,0,0,0,0,12.0,1,2,0,2,0,2,2,0,0,0,1,3,61.65,713.75
1554,1,0,0,0,26.0,1,0,2,1,1,1,1,1,1,0,0,3,20.9,518.3
6098,1,0,1,1,21.0,1,2,0,2,0,0,0,2,2,1,1,0,75.9,1549.75
1335,1,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,1,3,45.0,96.45
5176,0,0,0,1,26.0,0,1,0,2,0,0,2,0,2,0,0,3,45.8,1147.0
3459,0,0,1,1,30.0,1,2,2,1,1,1,1,1,1,2,1,3,25.1,789.55
3819,1,0,0,0,46.0,0,1,0,2,0,0,0,0,0,1,1,0,30.75,1489.3
3468,1,0,1,1,1.0,1,0,2,1,1,1,1,1,1,0,0,3,19.7,19.7
5163,1,0,1,1,19.0,0,1,0,2,2,0,0,0,0,0,1,3,34.95,610.2
4596,1,0,0,0,18.0,1,2,1,0,0,2,0,2,0,1,1,1,89.6,1633.0
5350,1,0,1,1,53.0,1,2,0,2,2,0,0,0,2,2,0,0,69.7,3686.05
6447,1,0,0,0,60.0,1,0,0,2,0,2,2,2,2,1,0,3,79.0,4801.1
2355,1,0,1,1,67.0,1,0,0,2,2,0,0,0,0,2,1,0,54.2,3838.2
1090,0,0,0,0,51.0,1,2,1,2,2,2,0,2,2,1,0,0,107.45,5680.9
3371,0,0,1,1,11.0,1,0,2,1,1,1,1,1,1,0,1,3,19.25,180.3
2497,0,0,1,0,4.0,1,0,2,1,1,1,1,1,1,0,0,3,19.6,93.45
5780,1,0,1,1,53.0,1,0,2,1,1,1,1,1,1,1,0,1,20.2,1068.15
207,1,0,0,0,1.0,1,0,1,0,0,0,0,0,2,0,0,2,79.9,79.9
5572,1,0,1,0,70.0,1,2,0,2,0,2,2,0,2,2,1,1,74.8,5315.8
5195,1,0,0,0,72.0,1,0,0,2,2,2,2,2,0,2,1,0,75.1,5336.35
2519,1,0,1,0,2.0,1,2,1,0,0,2,0,2,0,0,1,2,91.45,171.45
5826,0,0,1,0,1.0,1,0,1,0,0,0,0,2,0,0,1,0,79.35,79.35
2784,0,0,0,1,4.0,1,0,1,0,0,2,2,2,2,0,1,0,98.1,396.3
4197,0,0,0,1,22.0,1,2,1,0,0,0,0,0,2,0,1,2,84.75,1816.75
769,1,0,1,0,17.0,1,0,0,2,2,0,0,0,2,1,0,3,64.8,1175.6
6327,1,0,0,0,28.0,1,0,1,0,2,0,2,2,0,1,1,0,91.25,2483.65
6996,0,0,1,1,41.0,1,0,0,0,2,0,2,0,2,1,1,0,66.5,2728.6
5339,1,0,1,1,30.0,1,2,1,0,0,0,0,2,0,0,0,2,85.45,2509.95
2277,1,0,0,0,65.0,1,2,1,0,2,2,2,2,2,0,1,2,109.15,6941.2
2807,1,0,0,1,7.0,1,0,2,1,1,1,1,1,1,1,0,3,19.45,136.75
3539,1,0,0,0,8.0,1,0,0,0,0,0,0,0,0,0,1,3,45.15,438.4
6794,1,0,0,0,43.0,1,0,2,1,1,1,1,1,1,2,0,3,19.55,876.15
3743,1,0,0,1,4.0,1,0,0,2,0,0,0,0,0,0,0,2,49.35,219.65
6371,0,0,0,0,24.0,1,2,2,1,1,1,1,1,1,2,0,1,25.15,553.0
718,0,0,0,0,26.0,0,1,0,0,0,2,0,2,2,0,1,1,50.35,1277.5
1255,0,0,0,0,2.0,0,1,0,0,0,0,2,0,0,0,1,2,30.9,59.05
4205,0,0,1,1,24.0,1,2,0,2,0,2,0,2,2,2,0,1,78.6,1846.65
6476,1,0,1,1,53.0,1,2,0,2,2,0,2,0,0,1,0,0,64.15,3491.55
3959,1,0,0,0,59.0,1,0,0,0,0,2,0,0,2,1,1,0,61.35,3645.5
3164,1,0,0,0,31.0,1,0,1,0,2,2,0,2,2,0,1,2,101.4,3143.65
3150,1,0,0,0,17.0,0,1,0,0,0,0,0,0,0,0,1,3,25.65,440.2
2056,1,0,0,0,51.0,1,2,1,0,2,0,0,0,0,0,0,0,81.0,4085.75
3213,0,0,1,1,41.0,0,1,0,2,0,2,0,0,0,1,0,1,35.4,1412.4
4087,0,0,0,0,10.0,1,0,2,1,1,1,1,1,1,0,1,3,20.9,247.0
3447,1,0,0,0,39.0,1,2,1,0,2,0,0,0,0,1,0,1,81.4,3213.75
5605,1,0,1,1,10.0,1,0,0,0,0,2,0,2,0,0,0,3,60.2,563.5
2654,1,0,1,0,1.0,1,0,1,0,0,0,0,2,2,0,1,2,90.75,90.75
1446,1,0,0,1,1.0,1,2,0,0,0,0,0,0,0,0,1,2,50.05,50.05
7014,1,0,0,0,41.0,1,2,1,0,2,0,0,2,0,0,1,2,89.2,3645.75
4545,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,44.15,44.15
964,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,3,45.7,45.7
4026,1,0,1,1,72.0,1,2,1,2,2,2,2,2,2,2,1,1,114.3,8058.55
992,0,0,1,1,22.0,1,2,2,1,1,1,1,1,1,2,0,1,25.25,555.4
3833,1,0,0,0,12.0,1,2,0,0,0,2,0,2,2,0,0,0,74.75,827.05
2618,1,0,1,1,25.0,1,0,2,1,1,1,1,1,1,1,0,2,19.9,505.45
6408,1,0,0,0,69.0,1,2,1,0,0,2,2,2,2,2,1,0,106.5,7348.8
3212,1,0,1,0,40.0,1,0,1,0,2,2,0,0,0,0,1,2,80.0,3168.75
5724,1,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,1,3,71.35,71.35
6514,1,0,1,0,72.0,0,1,0,2,2,2,2,2,2,2,1,2,64.7,4746.05
4716,0,0,1,0,66.0,1,2,0,2,2,2,0,0,0,2,0,0,66.9,4370.25
405,1,0,0,0,72.0,1,0,2,1,1,1,1,1,1,2,1,1,19.8,1468.75
798,0,0,1,1,1.0,1,0,2,1,1,1,1,1,1,0,0,2,20.0,20.0
1406,1,0,0,1,66.0,1,2,2,1,1,1,1,1,1,2,1,1,25.3,1673.8
1805,1,0,1,1,72.0,1,2,0,2,2,2,0,0,0,2,0,1,64.45,4720.0
3580,0,0,0,1,9.0,1,0,0,0,0,2,2,2,2,0,1,3,72.9,651.4
4171,1,0,0,0,9.0,1,0,2,1,1,1,1,1,1,0,1,3,18.95,185.6
2214,0,0,0,0,14.0,1,0,1,0,2,0,0,0,2,0,1,2,86.3,1180.95
4108,1,0,1,1,33.0,1,0,2,1,1,1,1,1,1,1,1,0,19.45,600.25
3090,1,0,0,0,1.0,1,0,0,0,0,0,0,2,0,0,1,3,53.5,53.5
4736,0,0,1,1,56.0,1,2,0,2,2,2,2,2,0,2,0,1,81.25,4620.4
3273,1,0,0,0,33.0,1,0,1,0,0,0,0,0,0,0,0,2,68.25,2171.15
